Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,,,,,,,,,,,,,,,
41.160.1003,FALSE,FALSE,FALSE,254092,Greek and Roman Art,1941,Intaglio,Intaglio,Roman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1st century B.C.–3rd century A.D.,-99,299,Nicolo,Other: 7/16 x 1/8 in. (1.1 x 0.3 cm),"Bequest of W. Gedney Beatty, 1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gems,NA,http://www.metmuseum.org/art/collection/search/254092,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
2009.300.629,FALSE,FALSE,TRUE,159181,Costume Institute,2009,Pelisse,Pelisse,probably American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1820,1818,1822,silk,NA,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Annie M. Colson, 1929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.metmuseum.org/art/collection/search/159181,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
17.190.809a–f,FALSE,FALSE,FALSE,464673,Medieval Art,1917,Plaque,Plaque with Angels from an Evagelistarium,European,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19th–20th century (13th century style),1800,1910,"Champlevé enamel, copper-gilt",Overall: 10 3/8 x 13 3/8 x 1 in. (26.4 x 34 x 2.6 cm),"Gift of J. Pierpont Morgan, 1917",Made in,NA,NA,Limoges,France,NA,NA,NA,NA,NA,NA,Enamels-Champlevé,NA,http://www.metmuseum.org/art/collection/search/464673,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
87.11.687,FALSE,FALSE,TRUE,468877,Medieval Art,1887,Key,Key,German,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13th century,1200,1299,Iron,Overall: 5 x 2 x 1/4 in. (12.7 x 5.1 x 0.7 cm),"Gift of Henry G. Marquand, 1887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metalwork-Iron,NA,http://www.metmuseum.org/art/collection/search/468877,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
2011.604.6.196,FALSE,FALSE,TRUE,772549,Greek and Roman Art,2011,Skyphos fragment,Terracotta fragment of a skyphos (deep drinking cup),"Greek, Attic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5th century B.C.,-650,-300,Terracotta,NA,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vases,NA,http://www.metmuseum.org/art/collection/search/772549,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
2011.604.3.595,FALSE,FALSE,TRUE,749949,Greek and Roman Art,2011,Column-krater fragment,Terracotta fragment of a column-krater (bowl for mixing wine and water),"Greek, Attic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,last quarter of the 6th century B.C.,-650,-450,Terracotta,NA,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vases,NA,http://www.metmuseum.org/art/collection/search/749949,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
33.90.60,FALSE,FALSE,TRUE,222750,European Sculpture and Decorative Arts,1933,Lace,Piece of needle lace (one of a pair),French or Italian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,early 18th century,1700,1815,Needle lace,L. 15 x W. 3 4/5 inches (38.1 x 9.7 cm),"The Mabel Metcalf Fahnestock Collection, the gift of Ruth Fahnestock Schermerorn and Faith Fahnestock, 1933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Laces,NA,http://www.metmuseum.org/art/collection/search/222750,NA,NA,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,,,,,,,,,,,,,,,
11.217.9a,FALSE,FALSE,TRUE,322453,Ancient Near Eastern Art,1911,Cuneiform tablet,Cuneiform tablet: receipt of a goat,Neo-Sumerian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 2044 B.C.,-2044,-2044,Clay,3.6 x 3.2 x 1.5 cm (1 3/8 x 1 1/4 x 5/8 in.),"Purchase, by exchange, 1911",NA,NA,NA,NA,NA,Mesopotamia,NA,NA,NA,NA,NA,Clay-Tablets-Inscribed,NA,http://www.metmuseum.org/art/collection/search/322453,NA,NA,"Metropolitan Museum of Art, New York, NY",Cuneiform,http://vocab.getty.edu/page/aat/300028711,,,,,,,,,,,,,,,
17.10.1504,FALSE,FALSE,FALSE,564498,Egyptian Art,1917,"Jar Label, wine, irp",Jar Label,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1390–1352 B.C.,-1390,-1390,"Pottery and ink, paint",NA,"Rogers Fund, 1917",From,NA,NA,NA,Egypt,"Upper Egypt, Thebes",NA,NA,NA,NA,NA,NA,NA,http://www.metmuseum.org/art/collection/search/564498,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
10.130.888,FALSE,FALSE,FALSE,553324,Egyptian Art,1910,"Scarab, untranslated","Scarab, untranslated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1070–343 B.C,-1070,-343,Green jasper,L. 1.6 cm × W. 1.1 cm (5/8 × 7/16 in.),"Gift of Helen Miller Gould, 1910",From,NA,NA,NA,Egypt,NA,NA,NA,NA,NA,NA,|,NA,http://www.metmuseum.org/art/collection/search/553324,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
25.3.121,FALSE,FALSE,TRUE,548777,Egyptian Art,1925,Knife (?),Knife (?),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1479–1458 B.C.,-1473,-1458,"Wood, bronze or copper alloy",L. 35 cm (13 3/4 in),"Rogers Fund, 1925",From,NA,NA,NA,Egypt,"Upper Egypt, Thebes",NA,NA,NA,NA,NA,NA,NA,http://www.metmuseum.org/art/collection/search/548777,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
"87.11.285, .291",FALSE,FALSE,FALSE,186890,European Sculpture and Decorative Arts,1887,Hinges with door bands,Pair of folding hinges with door bands,German or Swiss,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1580–1620,1575,1625,Iron,Length (each): 16 3/4 in. (42.5 cm),"Gift of Henry G. Marquand, 1887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metalwork-Iron,NA,http://www.metmuseum.org/art/collection/search/186890,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
09.109.2,FALSE,FALSE,TRUE,218603,European Sculpture and Decorative Arts,1909,Piece,Piece,British,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1770,1765,1775,Cotton and linen,L. 38 3/4 x W. 36 3/4 inches (98.4 x 93.3 cm),"Gift of Mrs. Leonard E. Opdyke, 1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Printed,NA,http://www.metmuseum.org/art/collection/search/218603,NA,NA,"Metropolitan Museum of Art, New York, NY",Birds|Flowers|Trees|Carriages,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300132410|http://vocab.getty.edu/page/aat/300185335,,,,,,,,,,,,,,,
16.118.29a–m,FALSE,FALSE,TRUE,22624,Arms and Armor,1916,Armor,Armor,Chinese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18th century,1701,1800,"Steel, copper, gold, silk, metallic thread","Helmet (a); H. including nape defense 21 3/4 in. (55.2 cm); H. excluding nape defense 11 1/4 in. (28.6 cm); W. 8 in. (20.3 cm); D. 10 in. (25.4 cm); Wt. 3 lbs. 10.7 oz. (1664.1 g); collar (j, k); laid flat, H. 7 3/4 in. (19.7 cm); W. 21 in. (53.5 cm); Wt. 6 oz. (170.1 g)","Gift of Lai-Yuan and Co., 1916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Armor for Man,NA,http://www.metmuseum.org/art/collection/search/22624,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
74.51.3918,FALSE,FALSE,TRUE,243336,Greek and Roman Art,1874,"Earring, delta-shaped with disc","Earring, delta-shaped with disc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7000,330,Silver,Other: 1 × 1/4 × 1 3/16 in. (2.5 × 0.7 × 3.1 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gold and Silver,NA,http://www.metmuseum.org/art/collection/search/243336,NA,NA,"Metropolitan Museum of Art, New York, NY",Earrings,http://vocab.getty.edu/page/aat/300045998,,,,,,,,,,,,,,,
"2011.604.1.1622a, b",FALSE,FALSE,TRUE,678532,Greek and Roman Art,2011,Kylix fragments,Terracotta fragments of kylikes (drinking cups),"Greek, Attic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5th century B.C.,-500,-450,Terracotta,NA,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vases,NA,http://www.metmuseum.org/art/collection/search/678532,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
2002.494.317,FALSE,FALSE,TRUE,230339,European Sculpture and Decorative Arts,2002,Fragment,Fragment,Italian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17th century,1600,1699,"Silk, metal thread",Overall: 13 1/2 x 4 1/2 in. (34.3 x 11.4 cm),"Gift of Nanette B. Kelekian, in honor of Olga Raggio, 2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Velvets,NA,http://www.metmuseum.org/art/collection/search/230339,NA,NA,"Metropolitan Museum of Art, New York, NY",Flowers|Leaves,http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300011892,,,,,,,,,,,,,,,
74.51.3141,FALSE,FALSE,FALSE,242575,Greek and Roman Art,1874,"Bead, lentoid",Gold bead,Cypriot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1450–1050 B.C.,-1450,-1050,Gold,Other: 1/2 in. (1.3 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gold and Silver,NA,http://www.metmuseum.org/art/collection/search/242575,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
C.I.56.16.11,FALSE,FALSE,FALSE,109275,Costume Institute,1956,Dressing Jacket,Dressing jacket,probably American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,late 1890s,1895,1899,silk,NA,"Gift of Mrs. Wanamaker Munn, 1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.metmuseum.org/art/collection/search/109275,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
97.4.3,FALSE,FALSE,TRUE,558472,Egyptian Art,1897,"Cone, circular impression, Montuemhat, Shepenmut",Funerary Cone of Montuemhat and Shepenmut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 724–525 B.C.,-724,-525,Pottery,Preserved L.11.5 (4 1/2 in.),  Diam. 8.3 cm (3 1/4 in.),"Gift of Egypt Exploration Fund, 1897",From,NA,NA,NA,Egypt,"Upper Egypt, Thebes",NA,NA,NA,NA,NA,NA,NA,http://www.metmuseum.org/art/collection/search/558472,NA,NA,"Metropolitan Museum of Art, New York, NY",Hieroglyphs,http://vocab.getty.edu/page/aat/300028721,,,,,,,,,,,,,,
2009.300.658,FALSE,FALSE,TRUE,159213,Costume Institute,2009,Wedding Petticoat,Wedding petticoat,American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fourth quarter 18th century,1776,1799,silk,NA,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Harry K. Burt, 1940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.metmuseum.org/art/collection/search/159213,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
1990.227,FALSE,FALSE,TRUE,104792,Costume Institute,1990,Pouch,Pouch,European,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18th century,1700,1799,"silk, metallic thread",NA,"Purchase, Judith and Gerson Leiber Fund, 1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.metmuseum.org/art/collection/search/104792,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
2001.433.129,FALSE,FALSE,FALSE,56455,Asian Art,2001,Bell,NA,Thailand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500 B.C.–A.D. 300,-500,300,Bronze,H. 1 15/16 in. (4.9 cm), Diam. 1 1/2 in. (3.8 cm),"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg, 1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metalwork,NA,http://www.metmuseum.org/art/collection/search/56455,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,
"C.I.48.69.38a, b",FALSE,FALSE,FALSE,116103,Costume Institute,1948,Boots,Boots,Belgian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,late 1910s–late 1920s (?),1915,1929,"leather, metal",NA,"Gift of Karl M. Stone, 1948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.metmuseum.org/art/collection/search/116103,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
1986.77.1,FALSE,FALSE,TRUE,469900,The Cloisters,1986,Pilgrim's badge,Pilgrim's Badge with Saint Leonard,British or French,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15th century,1400,1499,Lead and tin alloy,Overall: 2 3/16 x 1 3/16 x 3/16in. (5.6 x 3 x 0.4cm),"The Cloisters Collection, 1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metalwork-Lead,NA,http://www.metmuseum.org/art/collection/search/469900,NA,NA,"Metropolitan Museum of Art, New York, NY",Badges,http://vocab.getty.edu/page/aat/300193994,,,,,,,,,,,,,,,
26.7.194,FALSE,FALSE,FALSE,553966,Egyptian Art,1926,"Scarab, Amenhotep III, Queen Tiye",Scarab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1390–1352 B.C.,-1390,-1390,Stone,NA,"Purchase, Edward S. Harkness Gift, 1926",From,NA,NA,NA,Egypt,NA,NA,NA,NA,NA,NA,|,NA,http://www.metmuseum.org/art/collection/search/553966,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
30.76.300,FALSE,FALSE,FALSE,48865,Asian Art,1930,Mold for figure,NA,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,date uncertain,0,0,Unglazed pottery,H. 3 in. (7.6 cm), W. 2 1/8 in. (5.4 cm),"Rogers Fund, 1930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sculpture,NA,http://www.metmuseum.org/art/collection/search/48865,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,
74.51.2118,FALSE,FALSE,TRUE,241671,Greek and Roman Art,1874,Lamp,Terracotta oil lamp,Roman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1st half of 1st century A.D.,1,50,Terracotta,Overall: 1 1/4 x 3 3/4 in. (3.2 x 9.5 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terracottas,NA,http://www.metmuseum.org/art/collection/search/241671,NA,NA,"Metropolitan Museum of Art, New York, NY",Lamps|Human Figures,http://vocab.getty.edu/page/aat/300037592|http://vocab.getty.edu/page/aat/300404114,,,,,,,,,,,,,,,
2011.604.1.136,FALSE,FALSE,TRUE,667591,Greek and Roman Art,2011,Kylix fragment,Terracotta rim fragment of a kylix (drinking cup),"Greek, Attic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,second quarter of the 5th century B.C.,-500,-450,Terracotta,NA,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vases,NA,http://www.metmuseum.org/art/collection/search/667591,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
17.194.296,FALSE,FALSE,TRUE,249536,Greek and Roman Art,1917,"Bottle, two-handled",Glass two-handled bottle,"Roman, Syrian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5th century A.D.,400,499,Glass,H.: 5 3/4 in. (14.6 cm),"Gift of J. Pierpont Morgan, 1917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glass,NA,http://www.metmuseum.org/art/collection/search/249536,NA,NA,"Metropolitan Museum of Art, New York, NY",Bottles,http://vocab.getty.edu/page/aat/300045627,,,,,,,,,,,,,,,
"36.120.577a, b",FALSE,FALSE,FALSE,63261,Asian Art,1936,Tea jar,NA,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1780,1770,1790,"Clay with glaze brilliant black on one side, dull brown and golden brown on the other (Iga ware)",H. 3 1/4 in. (8.3 cm), Diam. 2 1/8 in. (5.4 cm),"The Howard Mansfield Collection, Gift of Howard Mansfield, 1936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ceramics,NA,http://www.metmuseum.org/art/collection/search/63261,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,
07.232.189,FALSE,FALSE,TRUE,247816,Greek and Roman Art,1907,Vase fragment,Vase fragment,Minoan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2600,-2000,Terracotta,1 5/16 × 1 1/4 × 1/8 in. (3.4 × 3.2 × 0.3 cm),"Gift of the American Exploration Society, 1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vases,NA,http://www.metmuseum.org/art/collection/search/247816,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
20.186.377,FALSE,FALSE,TRUE,221187,European Sculpture and Decorative Arts,1920,Tassels,Pair of tassels,Italian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mid-17th century,1630,1665,Linen,L. 2 inches (5.1 cm),"Rogers Fund, 1920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Trimmings,NA,http://www.metmuseum.org/art/collection/search/221187,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
"C.I.43.64.10a, b",FALSE,FALSE,FALSE,86240,Islamic Art,1943,Ensemble,Ensemble,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,early 20th century,1900,1943,"Linen, cotton, metal; embroidered",[no dimensions available],"Gift of Isabel Tozzer, 1943",Made in,NA,NA,NA,Palestine,NA,NA,NA,NA,NA,NA,Main dress-Womenswear,NA,http://www.metmuseum.org/art/collection/search/86240,NA,NA,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,,,,,,,,,,,,,,,
36.25.2325,FALSE,FALSE,FALSE,30425,Arms and Armor,1936,Powder flask,Powder Flask,Persian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19th century,1801,1900,"Leather, steel",L. 10 5/8 in. (27 cm), D. 4 in. (10.2 cm), Wt. 10.3 oz. (292 g),"Bequest of George C. Stone, 1935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Firearms Accessories-Flasks & Primers,NA,http://www.metmuseum.org/art/collection/search/30425,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,
"2011.604.2.62a, b",FALSE,FALSE,TRUE,728575,Greek and Roman Art,2011,Pot fragments,Terracotta fragments of pots,"Greek, Attic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,late 6th century B.C./early 5th century B.C.,-530,-400,Terracotta,NA,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vases,NA,http://www.metmuseum.org/art/collection/search/728575,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
57.122.165,FALSE,FALSE,TRUE,228092,European Sculpture and Decorative Arts,1957,Sampler,Embroidered darning sampler,Dutch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1865,1865,1865,Silk on cotton,5 7/8 in. × 12 in. (14.9 × 30.5 cm),"From the Collection of Mrs. Lathrop Colgate Harper, Bequest of Mabel Herbert Harper, 1957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Embroidered,NA,http://www.metmuseum.org/art/collection/search/228092,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
48.105.41d,FALSE,FALSE,FALSE,571214,Egyptian Art,1948,"Sickle, insert, denticulate, backed, bi-truncated, geometric, tool",Sickle Insert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1184–664 B.C.,-1184,-664,Flint,"L. 8.8 × W. 2.1 × Th. 0.8 cm, Wt. 16.9g (3 7/16 × 13/16 × 5/16 in., 0.596oz.)","Rogers Fund, 1948",From,NA,NA,NA,Egypt,Memphite Region,NA,NA,NA,NA,NA,NA,NA,http://www.metmuseum.org/art/collection/search/571214,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
1987.394.254,FALSE,FALSE,TRUE,315314,"Arts of Africa, Oceania, and the Americas",1987,Ornament,Copper Animal Ornament,Peruvian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before 16th century,1200,1600,Copper (cast),Height 1-15/16 in. (4.9 cm),"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986",NA,NA,NA,NA,Peru,NA,NA,NA,NA,NA,NA,Metal-Ornaments,NA,http://www.metmuseum.org/art/collection/search/315314,NA,NA,"Metropolitan Museum of Art, New York, NY",Animals,http://vocab.getty.edu/page/aat/300249525,,,,,,,,,,,,,,,
0.7,FALSE,FALSE,TRUE,48775,Asian Art,1900,Vase,NA,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1820,1810,1830,Porcelain,H. 20 5/8 in. (52.4 cm),"Gift of Charles G. Emery, 1899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ceramics,NA,http://www.metmuseum.org/art/collection/search/48775,NA,NA,"Metropolitan Museum of Art, New York, NY",Vases|Human Figures,http://vocab.getty.edu/page/aat/300132254|http://vocab.getty.edu/page/aat/300404114,,,,,,,,,,,,,,,
59.41.35,FALSE,FALSE,TRUE,324865,Ancient Near Eastern Art,1959,Stamp seal,Lentoid seal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 4500–3600 B.C.,-4500,-3600,"Stone, pink-red","Seal face: 2.37 x 2.15 cm
Height: 0.59 cm
String Hole: 0.3 cm","Rogers Fund, 1959",NA,NA,NA,NA,NA,Mesopotamia,NA,NA,NA,NA,NA,Stone-Stamp Seals,NA,http://www.metmuseum.org/art/collection/search/324865,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
64.101.1581,FALSE,FALSE,TRUE,209145,European Sculpture and Decorative Arts,1964,Trencher,Trencher with quotation from The Governance of Virtue (1566) (one of a set),British,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,early 17th century,1600,1615,"Sycamore wood, painted and gilded",4 9/16 × 5 11/16 in. (11.6 × 14.4 cm),"Gift of Irwin Untermyer, 1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural Substances,NA,http://www.metmuseum.org/art/collection/search/209145,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
2011.604.3.754a–d,FALSE,FALSE,TRUE,750071,Greek and Roman Art,2011,"Neck-amphora, Tyrrhenian fragments",Terracotta fragments of a neck-amphora (jar),"Greek, Attic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,second quarter of the sixth century B.C.,-650,-450,Terracotta,NA,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vases,NA,http://www.metmuseum.org/art/collection/search/750071,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
